SKN,Station.Name,Observer,Network,Island,ELEV.m.,LAT,LON,NCEI.id,NWS.id,NESDIS.id,SCAN.id,SMART_NODE_RF.id
58,Ainahou,SHIPMAN WH,STATE,BI,907,19.34420357,-155.2294425,NA,NA,NA,NA,NA
58.1,Ainahou Makai,SHIPMAN WH,STATE,BI,838,19.33531532,-155.2205533,NA,NA,NA,NA,NA
58.2,Ainahou Stl Tk,SHIPMAN WH,STATE,BI,907,19.34337023,-155.2261091,NA,NA,NA,NA,NA
59,Makaopuhi,HAW VOLCANO OBS,STATE,BI,872,19.36281255,-155.1749988,NA,NA,NA,NA,NA
63,KALOKO-HONOKOHAU,RAWS,RAWS,BI,7.62,19.67277778,-156.0202778,NA,KHOH1,FA667668,NA,NA
64,PAHOA SCHOOL SITE 64,PAHOA SCHOOL SITE 64,STATE,BI,208,19.4904,-154.9432,NA,NA,NA,NA,NA
65,PAHOA 65,PUNA SUGAR,COOP,BI,204,19.49197865,-154.9455586,USC00517457,NA,NA,NA,NA
65.1,Waiakaheula,GOUDIE W,STATE,BI,229,19.50031124,-154.9355587,NA,NA,NA,NA,NA
65.2,Lower Pahoa,PUNA SUGAR,STATE,BI,116,19.52058697,-154.9222264,NA,NA,NA,NA,NA
65.3,Upper Pahoa,PUNA SUGAR,STATE,BI,357,19.458085,-154.972228,NA,NA,NA,NA,NA
65.4,PAHOA 2.1 E,PAHOA 2.1 E,CoCoRaHS,BI,137,19.5043,-154.9165,US1HIHI0003,NA,NA,NA,NA
65.6,"KURTISTOWN 6.6 SSE, HI US",CoCoRaHs,CoCoRaHs,BI,339.63,19.5021,-155.029,US1HIHI0055,NA,NA,NA,NA
66,Kapoho Upper,PUNA SUGAR,STATE,BI,122,19.48864456,-154.8738924,NA,NA,NA,NA,NA
66.1,Lava Tree Park,STATE DIV PARKS,STATE,BI,198,19.48364556,-154.9038917,NA,NA,NA,NA,NA
66.3,Kapoho,WINFORD GARDENS,STATE,BI,61,19.48170105,-154.8555587,NA,NA,NA,NA,NA
66.5,Malama Ki Farm,UAES,STATE,BI,105,19.46031311,-154.8847242,NA,NA,NA,NA,NA
66.6,PAHOA 3.3 SEE,COOP,COOP,BI,254.2,19.459069,-154.921985,US1HIHI0052,NA,NA,NA,NA
67,Kamaile,PUNA SUGAR,STATE,BI,171,19.43364418,-154.9305556,NA,NA,NA,NA,NA
67.1,Kalapana(Wilson),WE WILSON,STATE,BI,3,19.35197941,-154.9741642,NA,NA,NA,NA,NA
67.11,Leilani Estate,ROSS GIDLEY,STATE,BI,221,19.45448236,-154.906945,NA,NA,NA,NA,NA
67.12,LAE APUKI 67.12,COOP,COOP,BI,24,19.3918,-154.9313,USC00515150,NA,NA,NA,NA
67.13,PAHOA 7.5 S,PAHOA 7.5 S,CoCoRaHS,BI,23,19.3918,-154.9313,US1HIHI0008,NA,NA,NA,NA
67.14,"PAHOA 3.0 SSE, HI US",CoCoRaHs,CoCoRaHs,BI,284.69,19.4573,-154.9338,US1HIHI0056,NA,NA,NA,NA
67.2,Kaueleau,HENDERSON AR,STATE,BI,305,19.45809107,-154.9388901,NA,NA,NA,NA,NA
67.3,Kaueleau 2,GREEN JS,STATE,BI,107,19.44031411,-154.905556,NA,NA,NA,NA,NA
67.4,Pokoiki,RYCROFT R,STATE,BI,3,19.46031494,-154.8472247,NA,NA,NA,NA,NA
67.5,Hayhalalekai,HAY C,STATE,BI,5,19.47198119,-154.8322251,NA,NA,NA,NA,NA
67.6,Kapaahu,USDA FRUIT FLY L,STATE,BI,30,19.35364168,-154.992219,NA,NA,NA,NA,NA
67.7,PAHOA 2.7 SSE,PAHOA 2.7 SSE,CoCoRaHS,BI,259,19.4654,-154.927,US1HIHI0051,NA,NA,NA,NA
67.8,Kalapana No 1,HAW VOL NAT PARK,STATE,BI,3,19.32698155,-155.0286094,NA,NA,NA,NA,NA
67.9,KEAUOHANA 67.9,COOP,COOP,BI,232,19.4132,-154.9522,USC00514171,NA,NA,NA,NA
68,Holualoa Beach,DILLINGHAM INV CO,STATE,BI,3,19.60530476,-155.9755468,NA,NA,NA,NA,NA
68.1,Middle Holualoa,CAPT COOK CATTLE,STATE,BI,145,19.60336072,-155.960547,NA,NA,NA,NA,NA
68.11,P Empress Hotel,P EMPRESS HOTEL,STATE,BI,37,19.63474693,-155.9872138,NA,NA,NA,NA,NA
68.12,Kailua-K,Kailua-K,NREL,BI,4,19.728144,-156.058936,NA,NA,NA,NA,NA
68.13,KE-AHOLE POINT 68.13,FAA-HAWN AIRLINE,COOP,BI,3,19.72779668,-156.0586039,USC00513911,NA,NA,NA,NA
68.14,HONOKOHAU HARBOR 68.14,COOP,COOP,BI,9,19.67944,-156.02333,USC00511880,NA,NA,NA,NA
68.15,Kailua Hts,PHAILO GILLARD,STATE,BI,152,19.6136377,-155.9638804,NA,NA,NA,NA,NA
68.16,Holualoa-Stecker,STECKER H C,STATE,BI,233,19.60586062,-155.9561027,NA,NA,NA,NA,NA
68.18,K100,G KOIKE,STATE,BI,451,19.61919321,-155.9461028,NA,NA,NA,NA,NA
68.19,K101,G KOIKE,STATE,BI,268,19.61863748,-155.9572138,NA,NA,NA,NA,NA
68.2,LANIHAU 68.2,KONA EXP STATION,COOP,BI,466,19.66196803,-155.9588816,USC00515330,NA,NA,NA,NA
68.21,KAILUA KONA KE AHOLE AIRPORT,KAILUA KONA KE AHOLE AIRPORT,NWS,BI,27,19.73556,-156.04889,USW00021510,PHKO,NA,NA,NA
68.22,HOLUALOA 4.0 NW,HOLUALOA 4.0 NW,CoCoRaHS,BI,416,19.6799,-155.9699,US1HIHI0049,NA,NA,NA,NA
68.3,KONA AIRPORT 68.3,HAWN AIRLINES,STATE,BI,5,19.64363491,-156.0072139,USC00514764,NA,NA,NA,NA
68.4,Kailua Kona,PARKER G,STATE,BI,6,19.6386355,-155.9905472,NA,NA,NA,NA,NA
68.5,Holualoa (1450),KONA DEVELOP CO,STATE,BI,442,19.61530451,-155.9505472,NA,NA,NA,NA,NA
68.6,Lanihau,FW BARTELS,STATE,BI,470,19.66363453,-155.9638815,NA,NA,NA,NA,NA
68.7,Lanihau Mauka 1,KONA EXP STATION,STATE,BI,588,19.66530124,-155.9505484,NA,NA,NA,NA,NA
68.8,Lanihau Mauka 2,HWA,STATE,BI,744,19.66530131,-155.9405488,NA,NA,NA,NA,NA
68.9,Lanihau Mauka 3,HWA,STATE,BI,884,19.6669679,-155.9305492,NA,NA,NA,NA,NA
69,Kahaluu Beach,PUUWAAWAA RANCH,STATE,BI,12,19.57641794,-155.966102,NA,NA,NA,NA,NA
69.1,Ohia Liilii,HUEHUE RANCH,STATE,BI,1372,19.7186307,-155.9305503,NA,NA,NA,NA,NA
69.11,Laaloa,MILLER CD,STATE,BI,244,19.5936393,-155.9522137,NA,NA,NA,NA,NA
69.16,Holualoa Makai,WEINRICH SID,STATE,BI,317,19.62280389,-155.9555471,NA,NA,NA,NA,NA
69.18,Hualalai Ranch,HUALALAI RANCH,STATE,BI,860,19.73779569,-155.9572158,NA,NA,NA,NA,NA
69.19,Hualalai R Mauka,HUALALAI RANCH,STATE,BI,1159,19.73390724,-155.9416608,NA,NA,NA,NA,NA
69.2,Kahaluu,KONA EXPT STATION,STATE,BI,329,19.59030624,-155.9472137,NA,NA,NA,NA,NA
69.21,Lolola,FITZGIBBON W,STATE,BI,366,19.72612933,-155.988882,NA,NA,NA,NA,NA
69.22,KALAOA 69.22,FLOYD  MC COY,STATE,BI,609.6,19.72529635,-155.9722154,USC00512887,NA,NA,NA,NA
69.23,Kona Sunshine Es,NICHOLS R C,STATE,BI,274,19.59169499,-155.9508248,NA,NA,NA,NA,NA
69.24,MOANUIAHEA 69.24,COOP,COOP,BI,860,19.7391,-155.9583,USC00516330,NA,NA,NA,NA
69.25,Palamanui,Hilo Forest Service,HIPPNET,BI,297,19.73756,-155.99582,NA,NA,NA,NA,NA
69.26,KALAOA 2.2 ESE,KALAOA 2.2 ESE,CoCoRaHS,BI,398,19.7189,-155.9859,US1HIHI0038,NA,NA,NA,NA
69.27,KALAOA 1.7,KALAOA 1.7,CoCoRaHS,BI,304.5,19.7238,-155.9926,US1HIHI0006,,,,NA
69.28,Kailua-Kona HI US G0154-W6SPO-13 ,unknown,APRSWXNET,BI,0,19.707,-155.978,NA,G0154,NA,NA,NA
69.3,Honokohau Ranch,GREENWELL EC,STATE,BI,389,19.6836329,-155.9738818,NA,NA,NA,NA,NA
69.4,Kohanaiki,AMERICAN FACTORS,STATE,BI,482,19.70696432,-155.9755486,NA,NA,NA,NA,NA
69.5,Kaiolu,JC TYLER SR,STATE,BI,9,19.61863691,-155.9861025,NA,NA,NA,NA,NA
69.51,Kailua Kona HI US E6648-EW6648 ,unknown,APRSWXNET,BI,164.05,19.61,-155.96,NA,E6648,NA,NA,NA
69.6,Kuona Olu,EDNIE D,STATE,BI,3,19.60863781,-155.9786024,NA,NA,NA,NA,NA
69.7,Kailua-Yowell,YOWELL WS,STATE,BI,290,19.64696891,-155.963881,NA,NA,NA,NA,NA
69.8,Lion Grass,PUUWAAWAA RANCH,STATE,BI,305,19.62197061,-155.9555471,NA,NA,NA,NA,NA
69.9,Keopu Mcwayne,PUUWAAWAA RANCH,STATE,BI,244,19.64502453,-155.9672142,NA,NA,NA,NA,NA
70,HOLUALOA 70,STATE DIV FTRY,COOP,BI,982,19.6347,-155.9078,USC00511557,NA,NA,NA,NA
70.1,Halepiula Shed,PUUWAAWAA RANCH,STATE,BI,1372,19.73196263,-155.8572198,NA,NA,NA,NA,NA
70.11,Kileo,PUUWAAWAA RANCH,STATE,BI,1335,19.72973994,-155.8263869,NA,NA,NA,NA,NA
70.12,Shangrila,PUUWAAWAA RANCH,STATE,BI,1334,19.7325179,-155.8438867,NA,NA,NA,NA,NA
70.13,Panicum Field,PALANI RANCH,STATE,BI,634,19.60752745,-155.9305476,NA,NA,NA,NA,NA
70.14,Reservoir (5080),PALANI RANCH,STATE,BI,1549,19.62919182,-155.851106,NA,NA,NA,NA,NA
70.15,Shangrila Mauka,PUUWAAWAA RANCH,STATE,BI,1448,19.72779615,-155.8511087,NA,NA,NA,NA,NA
70.16,Waiaha Stream,NWS,HydroNet-UaNet,BI,460.5528,19.6331997,-155.9486,NA,WIHH1,9321011E,NA,NA
70.2,Kaalapuuali,HONOKOHAU RANCH,STATE,BI,1372,19.62363684,-155.86055,NA,NA,NA,NA,NA
70.3,Holualoa-Smith,SMITH MRS TWIGG,STATE,BI,369,19.6119714,-155.9511027,NA,NA,NA,NA,NA
70.4,Holualoa Camp,HUEHUE RANCH,STATE,BI,1354,19.64363591,-155.8838834,NA,NA,NA,NA,NA
70.5,Waiaha Stream 1,BWS,STATE,BI,470,19.63197014,-155.9472142,NA,NA,NA,NA,NA
70.6,Waiaha Stream 2,USGS,USGS,BI,628,19.63363677,-155.9372146,NA,NA,NA,NA,NA
70.7,Puuwaawaa,Hilo Forest Service,HIPPNET,BI,1659,19.72544,-155.87389,NA,NA,NA,NA,NA
70.8,Rt Br Waiaha St,USGS,STATE,BI,1006,19.64196959,-155.9119379,NA,NA,NA,NA,NA
71,HONUAULA 71,STATE DIV FTRY,COOP,BI,1905,19.671,-155.8764,USC00512047,NA,NA,NA,NA
71.1,Waihou I,PUUWAAWAA RANCH,STATE,BI,1018,19.75696073,-155.8538864,NA,NA,NA,NA,NA
72,HUALALAI 72,STATE DIV FTRY,COOP,BI,2499,19.68863263,-155.870552,USC00512151,NA,NA,NA,NA
73,Puu Lehua,GREENWELL ESTATE,STATE,BI,1479,19.56530574,-155.8055495,NA,NA,NA,NA,NA
73.1,Keauhou 73a,BISHOP ESTATE,STATE,BI,576,19.5569752,-155.9222134,NA,NA,NA,NA,NA
73.11,Kahaluu Forest,BISHOP ESTATE,STATE,BI,1006,19.58697317,-155.8955481,NA,NA,NA,NA,NA
73.13,Honalo 1,WODEHOUSE CN,STATE,BI,451,19.54892007,-155.9288797,NA,NA,NA,NA,NA
73.17,Puu O Hau,WH GREENWELL ESTATE,STATE,BI,3,19.50697799,-155.9505451,NA,NA,NA,NA,NA
73.18,Pineapple,GREENWELL ESTATE,STATE,BI,244,19.5036449,-155.9338788,NA,NA,NA,NA,NA
73.19,Honalo,PUUWAAWAA RANCH,STATE,BI,122,19.55669709,-155.9544349,NA,NA,NA,NA,NA
73.2,KAINALIU 73.2,KONA EXP STATION,COOP,BI,457,19.53364321,-155.9255461,USC00512751,NA,NA,NA,NA
73.21,Honalo 3,WODEHOUSE CN,STATE,BI,915,19.55836392,-155.8952697,NA,NA,NA,NA,NA
73.23,Field E,KONA EXP STATION,STATE,BI,524,19.53503206,-155.9205462,NA,NA,NA,NA,NA
73.24,Railroad,WALL RANCH,STATE,BI,207,19.53364304,-155.9424901,NA,NA,NA,NA,NA
73.25,Pali Honohono,WALL RANCH,STATE,BI,1037,19.56808534,-155.8824924,NA,NA,NA,NA,NA
73.26,Hokakano Beach,ACKERMAN RANCH,STATE,BI,0,19.52558798,-155.9555453,NA,NA,NA,NA,NA
73.27,Honalo Mauka,HIDEMANN ED,STATE,BI,488,19.54280936,-155.9249908,NA,NA,NA,NA,NA
73.28,Waihou,HIDEMANN ED,STATE,BI,756,19.53530984,-155.9008245,NA,NA,NA,NA,NA
73.29,Kainaliu Upper,NWS,HydroNet-UaNet,BI,713.232,19.5310993,-155.9066,NA,KNUH1,NA,NA,NA
73.3,Mokuaikaua Rd,BISHOP ESTATE,STATE,BI,604,19.57697391,-155.923325,NA,NA,NA,NA,NA
73.31,Puuloa-Alter,ALTER MRS N,STATE,BI,305,19.5589193,-155.9419352,NA,NA,NA,NA,NA
73.32,Honalo,E FINEFROCK,STATE,BI,442,19.53308764,-155.9291571,NA,NA,NA,NA,NA
73.34,Kainaliu,SCAN,SCAN,BI,416,19.53333333,-155.9333333,NA,NA,NA,2096,NA
73.4,Keauhou Tst Ste,HWA,STATE,BI,622,19.57530736,-155.9222139,NA,NA,NA,NA,NA
73.5,Keauhou 2,BISHOP ESTATE,STATE,BI,640,19.5603083,-155.9169358,NA,NA,NA,NA,NA
73.6,Honalo 2,WODEHOUSE CN,STATE,BI,549,19.54892013,-155.9238799,NA,NA,NA,NA,NA
73.7,Lehuula,WALL RANCH,STATE,BI,430,19.53530976,-155.9272128,NA,NA,NA,NA,NA
73.8,Hokukano Makai,ACKERMAN RANCH,STATE,BI,152,19.52364363,-155.9422121,NA,NA,NA,NA,NA
73.9,Hokukano Mauka,ACKERMAN RANCH,STATE,BI,430,19.52364378,-155.9238793,NA,NA,NA,NA,NA
74,Kanahaha,GREENWELL ESTATE,STATE,BI,1543,19.58863713,-155.7922171,NA,NA,NA,NA,NA
74.1,Kaukahoku,WALL RANCH,STATE,BI,1229,19.57197354,-155.8588819,NA,NA,NA,NA,NA
74.2,Kahaluu Forest 2,BISHOP ESTATE,STATE,BI,1402,19.60419327,-155.8430498,NA,NA,NA,NA,NA
74.4,Monohaa,WALL RANCH,STATE,BI,1220,19.5486417,-155.8558258,NA,NA,NA,NA,NA
74.5,New Field,GREENWELL RANCH,STATE,BI,1453,19.54641816,-155.8083267,NA,NA,NA,NA,NA
74.6,Kikiaeae,GREENWELL RANCH,STATE,BI,1674,19.55336097,-155.7766609,NA,NA,NA,NA,NA
74.7,Momohaa (3875),GREENWELL RANCH,STATE,BI,1181,19.54919725,-155.8577702,NA,NA,NA,NA,NA
74.8,KEALAKEKUA 4 74.8,COOP,COOP,BI,433,19.5106,-155.9217,USC00513987,NA,NA,NA,NA
75,Ahua Umi,GREENWELL ESTATE,STATE,BI,1591,19.63363389,-155.7788854,NA,NA,NA,NA,NA
75.1,PTA KIPUKA ALALA,RAWS,RAWS,BI,1641.348,19.66694444,-155.7077778,USR0000HPTK,PKAH1,32666200,NA,NA
76,KULANI MAUKA 76,NWS,COOP,BI,2530,19.58363059,-155.4538895,USC00515018,NA,NA,NA,NA
77.8,Airport-K Ranch,KEALAKEKUA RANCH,STATE,BI,1433,19.51808673,-155.8097148,NA,NA,NA,NA,NA
77.9,Orchard,GREENWELL RANCH,STATE,BI,1143,19.52197681,-155.8552696,NA,NA,NA,NA,NA
78,KULANI SCHOOL SITE 78,DEPT SOCIAL SVC,COOP,BI,1741,19.5819662,-155.3338911,USC00515021,NA,NA,NA,NA
79,KULANI CAMP 79,DEPT SOCIAL SVC,COOP,BI,1576,19.54863532,-155.3005575,USC00515011,NA,NA,NA,NA
79.1,Upper Waiakea,STATE DIV FTRY,STATE,BI,1829,19.57224615,-155.1955599,NA,NA,NA,NA,NA
79.5,Kulani Farm,UH EXP STA,STATE,BI,1628,19.55807904,-155.3111132,NA,NA,NA,NA,NA
79.6,Kulani NWR,NWS,HydroNet-UaNet,BI,1623.3648,19.5543995,-155.3089,NA,KNWH1,NA,NA,NA
80,Kalaieha,PARKER RANCH,STATE,BI,2046,19.70057058,-155.4616682,NA,NA,NA,NA,NA
80.1,Humuula-Parker,PARKER S JR,STATE,BI,2038,19.70529263,-155.4722236,NA,NA,NA,NA,NA
81,Kulani Ditch,DEPT SOCIAL SVC,STATE,BI,1561,19.52197024,-155.2955573,NA,NA,NA,NA,NA
81.1,Kilauea For Res,UH BOTANY DEPT,STATE,BI,1585,19.50224841,-155.3247237,NA,NA,NA,NA,NA
82,Puu Oo,SHIPMAN WH,STATE,BI,1921,19.72362526,-155.385559,NA,NA,NA,NA,NA
82.1,Saddle House,SHIPMAN WH,STATE,BI,1732,19.67834962,-155.381392,NA,NA,NA,NA,NA
82.2,Kole,DIV FISH & GAME,STATE,BI,262,19.74945733,-155.4191691,NA,NA,NA,NA,NA
82.3,Kemole Gulch,Kemole Gulch,SCAN,BI,1266,19.91,-155.59,NA,NA,NA,2103,NA
83,QuarryRainGageatSaddleRd,USGS,USGS,BI,1286.256,19.68586111,-155.2942222,NA,SDQH1,DDF6B6E4,NA,NA
83.1,Wailuku River,USGS,USGS,BI,1104,19.71862652,-155.266117,NA,NA,NA,NA,NA
84,Saddle Rd,BWS,STATE,BI,713,19.69362812,-155.2005624,NA,NA,NA,NA,NA
85,Hilo A&F,STATE DIV FTRY,STATE,BI,11,19.70529511,-155.0722308,NA,NA,NA,NA,NA
85.2,Waiakea Uka,NWS,HydroNet-UaNet,BI,303.8856,19.6585999,-155.1277,USC00519084,WKAH1,NA,NA,NA
85.3,Ha's Farm 85.3,COOP_Monthly,STATE,BI,181,19.667,-155.1,NA,NA,NA,NA,NA
86.1,Hilo,CHAVES C,STATE,BI,12,19.72529379,-155.087231,NA,NA,NA,NA,NA
86.2,Kauman (1960),PUNA SUGAR,STATE,BI,598,19.6822399,-155.1805626,NA,NA,NA,NA,NA
86.4,Hilo Coan,REV TITUS COAN,STATE,BI,15,19.722849,-155.0805644,NA,NA,NA,NA,NA
86.6,Hilo Countryclub,WILLS REX II,STATE,BI,463,19.67807358,-155.1586186,NA,NA,NA,NA,NA
87,HILO INTERNATIONAL AIRPORT 87,NWS,HydroNet-UaNet,BI,11.6,19.7191,-155.053,USW00021504,PHTO,NA,NA,NA
87.1,Waiakea Mill,WAIAKEA MILL CO,STATE,BI,15,19.71196134,-155.0755642,NA,NA,NA,NA,NA
87.2,Hilo Breakwater,US ENGINEERS,STATE,BI,5,19.72696086,-155.0422313,NA,NA,NA,NA,NA
87.3,HILO 1.3 NNE,HILO 1.3 NNE,CoCoRaHS,BI,5,19.7136,-155.0791,US1HIHI0021,NA,NA,NA,NA
87.4,HILO ENE,HILO ENE,CoCoRaHS,BI,24,19.6996,-155.0728,US1HIHI0016,NA,NA,NA,NA
87.5,HILO 5 S,HILO 5 S,USCRN,BI,189,19.645,-155.0827,USW00021515,NA,NA,NA,NA
87.6,HILO 0.7 E,HILO 0.7 E,CoCoRaHS,BI,42,19.697,-155.076,US1HIHI0024,NA,NA,NA,NA
87.8,HILO 0.4 SW,HILO 0.4 SW,CoCoRaHS,BI,107,19.692,-155.0925,US1HIHI0039,NA,NA,NA,NA
87.9,IPIF,Hilo Forest Service,HIPPNET,BI,111,19.69748,-155.0954,NA,NA,NA,NA,NA
88,Waiakea,PU SUGAR,STATE,BI,585,19.63863119,-155.1691731,NA,NA,NA,NA,NA
88.1,KAUMANA 88.1,HILO SUGAR,COOP,BI,343,19.68362898,-155.1405634,USC00513510,NA,NA,NA,NA
88.2,WAIAKEA SCD 88.2,SHINICHI KANESHIRO,COOP,BI,287,19.65529741,-155.1205634,USC00519025,NA,NA,NA,NA
88.3,Piihonua-H Mill,HAWAIIAN MILL,STATE,BI,305,19.71362744,-155.1305639,NA,NA,NA,NA,NA
88.31,HILO 3.0,COOP,COOP,BI,242,19.71414,-155.12934,US1HIHI0053,NA,NA,NA,NA
88.4,PIIHONUA CAMP 5 88.4,HILO SUGAR,COOP,BI,381,19.72112693,-155.1547303,USC00518052,NA,NA,NA,NA
88.5,Kaumana 2,HILO COUNTRY CLU,STATE,BI,524,19.67196275,-155.1638962,NA,NA,NA,NA,NA
88.6,Waiakea Camp 8,WAIAKEA MILL,STATE,BI,320,19.64863111,-155.1205634,NA,NA,NA,NA,NA
88.8,Waiakea Exp Farm,UNIV HAWAII,STATE,BI,183,19.644743,-155.0805636,NA,WEXH1,CD07410A,NA,NA
88.9,Thrumms,NORTHWOOD RP,STATE,BI,0,19.704739,-155.1350082,NA,NA,NA,NA,NA
89,Piihonua,MAU KEA SUGAR,STATE,BI,527,19.73029311,-155.16723,NA,NA,NA,NA,NA
89.1,Waiakea Camp 6,WAIAKEA MILL,STATE,BI,188,19.66529712,-155.1019525,NA,NA,NA,NA,NA
89.11,Piihonua,NWS,HydroNet-UaNet,BI,296.8752,19.7098007,-155.1395,USC00518053,PIIH1,NA,NA,NA
89.12,HILO 2.0 WNW,HILO 2.0 WNW,CoCoRaHS,BI,152,19.7106,-155.1145,US1HIHI0022,NA,NA,NA,NA
89.13,"KAIWIKI HOMESTEAD 89.11, HI US",COOP,COOP,BI,379.67,19.7509,-155.1362,USC00512802,NA,NA,NA,NA
89.14,HILO 1.8 WNW,COOP,COOP,BI,151.5,19.70799,-155.11258,US1HIHI0066,NA,NA,NA,NA
89.15,HONOLII STREAM NEAR PAPAIKOU NEAR HILO 3N ,USGS,USGS,BI,522.23157,19.7667,-155.1544,NA,NLIH1,D114953C,NA,NA
89.2,AMAUULU 89.2,HILO SUGAR,COOP,BI,390,19.73529295,-155.1455638,USC00510150,NA,NA,NA,NA
89.4,Kaiwiki,HILO SUGAR,STATE,BI,335,19.75029229,-155.1288977,NA,NA,NA,NA,NA
89.5,Amauulu Camp 4,HILO SUGAR,STATE,BI,274,19.73362642,-155.1300086,NA,NA,NA,NA,NA
89.6,Dairy,HILO SUGAR,STATE,BI,457,19.74140375,-155.1536193,NA,NA,NA,NA,NA
89.7,Lower Piihonua,MO ISHERWOOD,STATE,BI,248,19.71196086,-155.1305639,NA,NA,NA,NA,NA
89.9,Piihonua 2,HILO SUGAR,STATE,BI,274,19.71362742,-155.1338972,NA,NA,NA,NA,NA
90,Wainaku Makai,MAUNA KEA SUGAR,STATE,BI,30,19.738963,-155.09093,NA,NA,NA,NA,NA
90.1,Hawaii Sub Off,HSPA,STATE,BI,67,19.72696031,-155.0955643,NA,NA,NA,NA,NA
90.2,HILO 1.8 NNW,HILO 1.8 NNW,CoCoRaHS,BI,46,19.7217,-155.0948,US1HIHI0026,NA,NA,NA,NA
91,MOUNTAIN VIEW 91,PU SUGAR,COOP,BI,463,19.5487,-155.1101,USC00516552,NA,NA,NA,NA
91.1,Keaau,SHIPMAN WH,STATE,BI,5,19.64335566,-154.9838981,NA,NA,NA,NA,NA
91.11,PUNA MACADAMIA O 91.11,COOP,COOP,BI,244,19.61861,-155.08667,USC00518315,NA,NA,NA,NA
91.12,HAWAIIAN BEACHES 91.12,COOP,COOP,BI,88,19.533,-154.917,USC00511300,NA,NA,NA,NA
91.13,KEAAU BEACH 91.13,COOP,COOP,BI,5,19.641,-154.981,USC00513868,NA,NA,NA,NA
91.14,KURTISTOWN 91.14,COOP,COOP,BI,223,19.59,-155.083,USC00515102,NA,NA,NA,NA
91.15,Mountain View,Mountain View,HydroNet-UaNet,BI,346.5576,19.5674992,-155.0841,NA,MTVH1,NA,NA,NA
91.16,"MOUNTAIN VIEW 4.5 NNE, HI US",CoCoRaHs,CoCoRaHs,BI,482.19,19.5808,-155.1216,US1HIHI0060,NA,NA,NA,NA
91.17,"PAHOA BEACON 91.9, HI US",COOP,COOP,BI,148.5,19.5407,-154.9728,USC00517460,NA,NA,NA,NA
91.2,Olaa (1650),RUSSELL DR N,STATE,BI,503,19.53530469,-155.1205603,NA,NA,NA,NA,NA
91.3,Olaa Kurtistown,DRANGA TA,STATE,BI,197,19.59363516,-155.0672294,NA,NA,NA,NA,NA
91.4,Kurtistown,PUNA SUGAR,STATE,BI,280,19.57530287,-155.0672288,NA,NA,NA,NA,NA
91.5,ORCHID LD ESTATE 91.5,HAWAII CTY DWS,COOP,BI,137,19.55530513,-154.9905619,USC00517185,NA,NA,NA,NA
91.6,KURTISTOWN 6.1 SSE,KURTISTOWN 6.1 SSE,CoCoRaHS,BI,295,19.5145,-155.0206,US1HIHI0037,NA,NA,NA,NA
91.7,MOUNTAIN VIEW 5.5 SE,MOUNTAIN VIEW 5.5 SE,CoCoRaHS,BI,547,19.4708,-155.0842,US1HIHI0036,NA,NA,NA,NA
91.8,S GLEWNWOOD 91.8,COOP,COOP,BI,694,19.488,-155.149,USC00518638,NA,NA,NA,NA
91.9,Pahoa Beacon,NWS,HydroNet-UaNet,BI,187.1472,19.5149994,-154.9644,NA,PHAH1,NA,NA,NA
92,KEAAU 92,PU SUGAR,COOP,BI,87,19.62918887,-155.0333418,USC00513872,NA,NA,NA,NA
92.1,HUEHUE 92.1,HUEHUE RANCH,COOP,BI,598,19.75196134,-155.9722153,USC00512156,NA,NA,NA,NA
92.2,Keaau Orchard,KEAAU ORCHARD,STATE,BI,27,19.6419662,-155.0105644,NA,NA,NA,NA,NA
92.3,Halepiula 3,PUUWAAWAA RANCH,STATE,BI,713,19.76890493,-155.8972185,NA,NA,NA,NA,NA
92.4,Kukulu Kukui,SHIPMAN WH,STATE,BI,84,19.63779937,-155.0391751,NA,NA,NA,NA,NA
92.5,KiholoRainGage,USGS,USGS,BI,283.96692,19.82580556,-155.8925833,NA,KIRH1,DD60236E,NA,NA
92.6,Keeau,PUNA PAPAYA,STATE,BI,24,19.67501957,-155.022509,NA,NA,NA,NA,NA
92.7,MAHAIULA 92.7,COOP,COOP,BI,293,19.757,-155.976,USC00515670,NA,NA,NA,NA
92.8,KAUPULEHU,C_Litton_ForestService,ForestService,BI,403.86,19.846005,-155.856019,NA,NA,NA,NA,NA
93,Kapolo,PU SUGAR,STATE,BI,34,19.50697752,-154.8405598,NA,NA,NA,NA,NA
93.1,Puu Anahulu,PUUWAAWAA RANCH,STATE,BI,655,19.81528953,-155.843608,NA,NA,NA,NA,NA
93.11,KAPOHO BEACH 93.11,ARRUDA GENVIEVE,COOP,BI,4,19.48892483,-154.8200037,USC00513368,NA,NA,NA,NA
93.12,PUUANAHULU,RAWS,RAWS,BI,830.58,19.83277778,-155.7697222,NA,PULH1,48703040,NA,NA
93.13,Mamalahoa,Hilo Forest Service,HIPPNET,BI,636,19.80256,-155.85062,NA,NA,NA,NA,NA
93.2,Cape Kumukahi,USCG,STATE,BI,20,19.51364496,-154.8188935,NA,NA,NA,NA,NA
93.3,Panika,PUUWAAWAA RANCH,STATE,BI,634,19.82528884,-155.8472188,NA,NA,NA,NA,NA
93.4,Eden Low,PUUWAAWAA RANCH,STATE,BI,655,19.81862265,-155.8455523,NA,NA,NA,NA,NA
93.5,KAPOHO LANDING 93.5,BWS,COOP,BI,88,19.50364409,-154.8605597,USC00513369,NA,NA,NA,NA
